EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight
,"0,145 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Ceylon Supreme: Majestatyczna, mocna i krzepiąca.
Earl Grey: Mocna, o szlachetnym aromacie.
English Breakfast: Klasyczna, mocna herbata cejlońska.
English Afternoon: Jasna w barwie, o średniej mocy i zachwycającym bukiecie.
Lemon: Orzeźwiająca z lekką nutą cytrynową.
Pure Green Tea: Łagodna i oczyszczająca.
Pure Peppermint Leaves: Zachwycający, relaksujący napar o odświeżającym aromacie.
Springtime Fragrant Oolong: Subtelna, o delikatnym kwiatowym aromacie.

80 torebek ekspresowych w hermetycznych kopertach (8 rodzajów herbat, po 10 saszetek każdy).",,https://www.carrefour.pl/images/product/350x350/dilmah-a-variety-of-fine-tea-zestaw-czarnych-herbat-145-g-80-torebek-1b5o10.jpg,"Ceylon Supreme: czarna herbata cejlońska (liść BOPF), bez dodatków, Earl Grey: czarna herbata cejlońska (liść BOPF), aromat bergamoty (7%), English Breakfast: czarna herbata cejlońska (liść BOPF), bez dodatków, English Afternoon: czarna herbata cejlońska (liść BOPF), bez dodatków, Lemon: czarna herbata cejlońska (liść BOPF), aromat cytryny (6.5%), Pure Green Tea: zielona herbata (liść Fannings), bez dodatków, Pure Peppermint Leaves: liście mięty pieprzowej, bez dodatków, Springtime Fragrant Oolong: herbata ulung (półfermentowana) - liść Tie Guan Yin Fannings, bez dodatków
",,44.99,Carrefour,Przechowywać w chłodnym i suchym miejscu.,Dilmah A Variety of Fine Tea Zestaw czarnych herbat 145 g (80 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/dilmah-a-variety-of-fine-tea-zestaw-czarnych-herbat-145-g-80-torebek,
,"0,136 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Pierwszą ""zapachową herbatą"", poznaną w Zachodnim Świecie, jest herbata Earl Grey. Początki produkcji tej herbaty datuje się na koniec XVIII wieku. Jest to czarna herbata z aromatem bergamotowym o zapachu olejku uzyskiwanego z owocu cytrusowego ""Citrus Bergamia"", uprawianego w strefie śródziemnomorskiej.",,https://www.carrefour.pl/images/product/350x350/sir-roger-earl-grey-strong-herbata-czarna-ekspresowa-136-g-80-torebek-jl5tap.jpg,"mieszanka herbat czarnych, aromat
",,5.99,Carrefour,Przechowywać w suchym miejscu.,Sir Roger Earl Grey Strong Herbata czarna ekspresowa 136 g (80 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/sir-roger-earl-grey-strong-herbata-czarna-ekspresowa-136-g-80-torebek,
,"0,28 l",,,"Napoje > Soki, nektary i syropy > Do kieszeni","Frugo - napój dopięty na ostatni guzik
Jeżeli produkt był otwarty guzik bezpieczeństwa jest wypukły",,https://www.carrefour.pl/images/product/350x350/frugo-pomaranczowe-napoj-wieloowocowy-niegazowany-250-ml-1ll5ub.jpg,"woda, cukier, soki z zagęszczonych soków owocowych: pomarańczowy (8%), jabłkowy (8%), cytrynowy (4,9%), z owoców passiflory (0,1%), naturalny aromat, stabilizator: pektyny, przeciwutleniacz: kwas askorbinowy, barwnik: karoteny
",,1.89,Carrefour,"Zamkniętą butelkę przechowywać w chłodnym miejscu, chronić przed działaniem promieni słonecznych, po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.",Frugo Pomarańczowe Napój wieloowocowy niegazowany 250 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/do-kieszeni/frugo-pomaranczowe-napoj-wieloowocowy-niegazowany-250-ml,
,1 szt.,,,"Napoje > Kawy, herbaty, kakao > Kawy","Delikatna kawa, której receptura sprawia, że ma ona niezwykle łagodny smak.",,https://www.carrefour.pl/images/product/350x350/tchibo-cafissimo-kaffee-fine-aroma-kawa-palona-mielona-65-g-10-x-65-g-o1jdit.jpg,,,18.99,Carrefour,"Przechowywać w chłodnym, suchym i ciemnym miejscu.","Tchibo Cafissimo Kaffee Fine Aroma Kawa palona mielona w kapsułkach 65 g (10 x 6,5 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/tchibo-cafissimo-kaffee-fine-aroma-kawa-palona-mielona-w-kapsulkach-65-g-10-x-65-g,
,"0,3 l",,,"Napoje > Soki, nektary i syropy > Owocowe",Owoce są nie tylko cennym źródłem witamin.,,https://www.carrefour.pl/images/product/350x350/fortuna-nektar-grejpfrut-czerwony-300-ml-86re39.jpg,"sok z czerwonych grejpfrutów z zagęszczonego soku z czerwonych grejpfrutów (50%), woda, cukier (A) i/lub syrop glukozowo-fruktozowy (B), regulator kwasowości - kwas cytrynowy, Zawartość owoców minimum 50%, A, B - w zależności od użytych składników, patrz nadruk na wierzchu opakowania
",,2.29,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,Fortuna Nektar grejpfrut czerwony 300 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/fortuna-nektar-grejpfrut-czerwony-300-ml,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowe","Nektary Tymbark to idealna propozycja dla miłośników pysznych, soczystych owoców. Dostępne w wielu znanych i lubianych kompozycjach, nasze nektary pozwalają przez cały rok delektować się pysznym owocowym smakiem.

- to porcja smakowitych owoców, które dodają energii i poprawiają samopoczucie na cały dzień
- są bogatym źródłem witamin
- pasują na każdą okazję: do codziennych posiłków, do szkoły i pracy, imprezę czy rodzinnego grilla

Nektar ananasowy to słoneczna propozycja, którą uwielbiają miłośnicy egzotycznych smaków. Pełen owocowej słodyczy i witaminy C, świetnie wspiera odporność i poprawia samopoczucie nawet w ponure dni.",,https://www.carrefour.pl/images/product/350x350/tymbark-nektar-ananas-1-l-npkr5r.jpg,"sok ananasowy z zagęszczonego soku (50%), woda, syrop glukozowo-fruktozowy (G) i/lub cukier (D), stabilizator - pektyna, regulator kwasowości - kwas cytrynowy, witamina C, D, G - w zależności od użytego składnika: patrz nadruk na wierzchu opakowania, Zawartość owoców minimum 50%
",,5.79,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godz.,Tymbark Nektar ananas 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-nektar-ananas-1-l,
,"0,314 l",,,"Napoje > Soki, nektary i syropy > Do kieszeni","Tymbark wie, że tajemnicą dobrego soku są najlepszej jakości owoce. Dzięki temu, nasze soki są pełne witamin i minerałów. To doskonałe i wygodne rozwiązanie dla wszystkich, którzy przez cały rok chcą cieszyć się wyjątkowym smakiem owoców.

- są z dojrzałych, soczystych owoców
- zawierają witaminę C, która wspomaga odporność, pomaga w prawidłowym funkcjonowaniu układu nerwowego i redukuje uczucie znużenia
- są źródłem przeciwutleniaczy, które spowalniają procesy starzenia i zapobiegają chorobom serca
- stanowią jedną z zalecanych porcji owoców i warzyw

Gęsty i aromatyczny, sok pomidorowy Tymbark ma klasyczny smak dojrzałych, letnich pomidorów. Pyszny i sycący, stanowi zdrowe uzupełnienie codziennej diety.",,https://www.carrefour.pl/images/product/350x350/tymbark-sok-100-pomidor-300-ml-c8cnj7.jpg,"sok pomidorowy z zagęszczonego soku, sok pomidorowy, sól morska
",,2.29,Carrefour,Chronić przed światłem. Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,Tymbark Sok 100% pomidor 300 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/do-kieszeni/tymbark-sok-100-pomidor-300-ml,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowe","Owoce Świata to oryginalne napoje pełne tropikalnego słońca, dostępne w wielu niestandardowych smakach. Bez konserwantów! Inspirowane owocami z najróżniejszych zakątków świata, nasze egzotyczne kompozycje to furtka do wspomnień z dalekich, wakacyjnych podróży.

- nie zawierają konserwantów
- są dostępne w wielu wersjach smakowych
- pozwalają tworzyć własne, wyjątkowe połączenia smaków

Zielony Banan to smak inspirowany brazylijskim słońcem. Gęsty i naturalnie słodki napój jest świetnym dodatkiem do tropikalnych drinków!",,https://www.carrefour.pl/images/product/350x350/tymbark-owoce-swiata-napoj-wieloowocowy-zielony-banan-1-l-uq6vl9.jpg,"woda, przecier z bananów (20%), soki z zagęszczonych soków z: jabłek (6%), pomarańczy (2%), cytryn (0,5%) i grejpfrutów (0,5%), regulatory kwasowości - kwas cytrynowy, kwas jabłkowy i cytryniany sodu, przeciwutleniacz - kwas askorbinowy, barwniki: E 141 i kurkumina, aromaty, substancja słodząca - sukraloza
",,3.69,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godz.,Tymbark Owoce Świata Napój wieloowocowy zielony banan 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-owoce-swiata-napoj-wieloowocowy-zielony-banan-1-l,
,"0,13 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje roślinne",,,https://www.carrefour.pl/images/product/350x350/carrefour-bio-ekologiczna-mieszanka-rodzynek-migdalow-i-morwy-suszonej-125-g-7j50la.jpg,"rodzynki 50%*, MIGDAŁY 25%*, morwa suszona*, olej słonecznikowy*, *- z rolnictwa ekologicznego
<br><br>Alergeny: Może zawierać PISTACJE, ORZECHY WŁOSKIE i MIGDAŁY.
",,9.79,Carrefour,Przechowywać w temperaturze pokojowej i chronić przed światłem słonecznym.,Carrefour Bio Ekologiczna mieszanka rodzynek migdałów i morwy suszonej 125 g,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-roslinne/carrefour-bio-ekologiczna-mieszanka-rodzynek-migdalow-i-morwy-suszonej-125-g,
,"0,5 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","MK Café Crema to specjalnie przygotowana kompozycja arabiki i robusty, przeznaczona do idealnego cappucino. Arabica wchodząca w jej skład tworzy kawowy bukiet aromatów. Natomiast łagodna robusta sprawia, że napar jest aksamitny i pełny w smaku.",,https://www.carrefour.pl/images/product/350x350/mk-cafe-crema-kawa-ziarnista-500-g-ls-rcghkp.jpg,,,39.29,Carrefour,Po otwarciu przechowywać w chłodnym i suchym miejscu.,MK Café Crema Kawa ziarnista 500 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/mk-cafe-crema-kawa-ziarnista-500-g-ls,
,"0,035 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Ginger & Lemon - mieszanka herbatek korzennych i owocowych z imbirem i cytryną
Teekanne World of Fruits „Ginger & Lemon"" łączy korzenny aromat imbiru ze świeżością cytryny. Ten aromatyczny napar herbaciany rozgrzewa od wewnątrz i oferuje znakomity, owocowy smak.",,https://www.carrefour.pl/images/product/350x350/teekanne-world-of-fruits-ginger-lemon-mieszanka-herbatek-ziolowych-i-owocowych-35-g-20-x-175-g-tgkhqu.jpg,"imbir (24%), jabłko, trawa cytrynowa (11%), werbena cytrynowa (11%), aromat cytrynowy (10%), lukrecja, skórka pomarańczy (6%), skórka cytryny (6%), korzeń cykorii, aromat imbirowy, regulator kwasowości: kwas cytrynowy
",,5.69,Carrefour,"Przechowywać w chłodnym, suchym miejscu. ","Teekanne World of Fruits Ginger & Lemon Mieszanka herbatek ziołowych i owocowych 35 g (20 x 1,75 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/teekanne-world-of-fruits-ginger-lemon-mieszanka-herbatek-ziolowych-i-owocowych-35-g-20-x-175-g,
,"0,052 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy",,,https://www.carrefour.pl/images/product/350x350/carrefour-colombia-expresso-kawa-palona-mielona-w-kapsulkach-52-g-10-sztuk-29hh5g.jpg,"100% mielonej kawy Arabica z Kolumbii
",,8.99,Carrefour,Przechowywać w chłodnym i suchym miejscu.,Carrefour Expresso Colombia Kapsułki kawy palonej mielonej 52 g (10 sztuk),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/carrefour-expresso-colombia-kapsulki-kawy-palonej-mielonej-52-g-10-sztuk,
,"0,52 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","

",,https://www.carrefour.pl/images/product/350x350/lor-espresso-lungo-profondo-kawa-mielona-w-kapsulkach-52-g-10-sztuk-ottoqg.jpg,,,13.99,Carrefour,Przechowywać w chłodnym i suchym miejscu.,L'OR Espresso Lungo Profondo Kawa mielona w kapsułkach 52 g (10 sztuk),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/lor-espresso-lungo-profondo-kawa-mielona-w-kapsulkach-52-g-10-sztuk,
,"0,555 l",,,Napoje > Napoje gazowane i niegazowane > Dla sportowców,"- 500%* Witamina C
- 42%* Witamina A
- 42%* Niacyna
- 42%* Witamina B6
- 42%* Biotyna
- 42%* Witamina B12

*% dziennej referencyjnej wartości spożycia dla osoby dorosłej / 555 ml",,https://www.carrefour.pl/images/product/350x350/oshee-vitamin-water-napoj-niegazowany-cytryna-mieta-555-ml-iu18qo.jpg,"woda, naturalny aromat miętowy, substancje wzbogacające: witaminy (witamina C, witamina A, niacyna, witamina B6, biotyna, witamina B12), naturalny aromat cytrynowy
",,2.99,Carrefour,Przechowywać w suchym i chłodnym miejscu. Chronić przed działaniem promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 24 godzin.,Oshee Vitamin Water Napój niegazowany cytryna-mięta 555 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/dla-sportowcow/oshee-vitamin-water-napoj-niegazowany-cytryna-mieta-555-ml,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowe","Owoce Świata to oryginalne napoje pełne tropikalnego słońca, dostępne w wielu niestandardowych smakach. Bez konserwantów! Inspirowane owocami z najróżniejszych zakątków świata, nasze egzotyczne kompozycje to furtka do wspomnień z dalekich, wakacyjnych podróży.

- nie zawierają konserwantów
- są dostępne w wielu wersjach smakowych
- pozwalają tworzyć własne, wyjątkowe połączenia smaków

Tajemnica orzeźwiającej Żurawiny tkwi w soczystych, czerwonych owocach z mroźnej Finlandii. Najlepiej smakuje dobrze schłodzona!",,https://www.carrefour.pl/images/product/350x350/tymbark-owoce-swiata-napoj-wieloowocowy-zurawina-1-l-k4g1il.jpg,"woda, soki z zagęszczonych soków z: jabłek (14,5%), aronii (7%), żurawin (2%), cukier, sok z czarnych jagód z zagęszczonego soku (1%), regulatory kwasowości - kwas cytrynowy i kwas jabłkowy, stabilizatory - guma arabska i estry glicerolu i żywicy roślinnej, aromaty, substancja słodząca - sukraloza
",,3.69,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godz.,Tymbark Owoce Świata Napój wieloowocowy żurawina 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-owoce-swiata-napoj-wieloowocowy-zurawina-1-l,
,"0,5 l",,,Napoje > Wody > Niegazowane,"otwór Dąb

Suma składników mineralnych 657,3 mg/l.",,https://www.carrefour.pl/images/product/350x350/nestle-pure-life-bystrzacha-woda-zrodlana-niegazowana-05-l-pei6rb.jpg,,,2.09,Carrefour,"Przechowywać w miejscu czystym, suchym, zacienionym, bez obcych zapachów. Chronić przed przemrożeniem.","Nestlé Pure Life Bystrzacha woda źródlana niegazowana 0,5 l",https://www.carrefour.pl:443/napoje/wody/niegazowane/nestle-pure-life-bystrzacha-woda-zrodlana-niegazowana-05-l,
,"0,18 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy",,,https://www.carrefour.pl/images/product/350x350/delight-indyjska-naturalna-kawa-rozpuszczalna-180-g-v6l54h.jpg,"100% naturalnej kawy rozpuszczalnej instant
",,15.99,Carrefour,Przechowywać w suchym i chłodnym miejscu.,Delight Indyjska naturalna kawa rozpuszczalna 180 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/delight-indyjska-naturalna-kawa-rozpuszczalna-180-g,
,"0,1 l",,,"Napoje > Soki, nektary i syropy > Owocowe","Produkty Bio to idealna propozycja dla tych, którzy cenią artykuły produkowane ze składników z gospodarstw ekologicznych, bez sztucznych nawozów, pestycydów i GMO. Nasze musy to doskonałe źródło błonnika w wygodnym opakowaniu. Cukier znajdujący się w produkcie pochodzi wyłącznie z owoców.

 - certyfikat BIO
- bez konserwantów
- bez dodatku cukru
- proste połączenia owoców
- wygodne opakowanie pouch 100g

Owocowy mus BIO Tymbark bez konserwantów o smaku jabłka, brzoskwini i banana to doskonały pomysł na zdrową i pyszną przekąskę do pracy i do szkoły. Sprawdzone połączenie smakowe to pewniaki, które pomogą nam spożywać więcej owoców w ciągu dnia.",,https://www.carrefour.pl/images/product/350x350/tymbark-bio-mus-100-jablko-brzoskwinia-banan-100-g-3m6gpf.jpg,"przecier jabłkowy BIO (45%), przecier brzoskwiniowy BIO (22%), sok jabłkowy BIO z zagęszczonego soku (18%), przecier bananowy BIO (15%)
",,2.99,Carrefour,"Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin pod warunkiem, że produkt nie był spożywany bezpośrednio z opakowania.",Tymbark Bio mus 100% jabłko brzoskwinia banan 100 g,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-bio-mus-100-jablko-brzoskwinia-banan-100-g,
,"0,3 l",,,"Napoje > Soki, nektary i syropy > Soki świeże","Soki powstałe z rodzinnej pasji do naturalnego smaku owoców i warzyw. Tłoczenie zapewnia bogactwo naturalnych składników z owoców i warzyw. Pasteryzacja gwarantuje bezpieczeństwo. Dodanie przecieru do soku czyni gęstą i kremową konsystencja smufi, dzięki czemu sok jest pożywną przekąską. Pasteryzacja gwarantuje bezpieczeństwo konsumenta i wydłuża termin spożycia.",,https://www.carrefour.pl/images/product/350x350/smufi-100-z-bananow-jablek-i-marchwi-300-ml-b4s7bi.jpg,"przecier z bananów 35%, sok z jabłek 35%, sok z marchwi 30%, witamina C.
<br><br>Oznakowanie alergenów: wielkimi literami",,3.99,Carrefour,Przechowywać w temperaturze od 0°C do +20°C.,"Smufi 100% z bananów, jabłek i marchwi 300 ml",https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/soki-swieze/smufi-100-z-bananow-jablek-i-marchwi-300-ml,
,1 l,,,"Napoje > Soki, nektary i syropy > Soki świeże","

",,https://www.carrefour.pl/images/product/350x350/sok-z-pigwowca-200-ml-1eft8n.jpg,"naturalny sok z pigwowca 100%.<br />
<br />
Oznakowanie alergenów: wielkimi literami",,12.99,Carrefour,"Po otwarciu przechowywać w temperaturze od +1ºC do +7ºC.<br />
Spożyć w ciągu 7 dni.<br />
Przed użyciem wstrząsnąć.",Sok z pigwowca 200 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/soki-swieze/sok-z-pigwowca-200-ml,
,"0,32 l",,,"Napoje > Soki, nektary i syropy > Syropy","Syrop Excellence aronia z witaminą C Antyoksydacja to specjalna prozdrowotna receptura. Zawiera źródło witaminy C (80 mg / 100 ml / 100% RWS*), która pomaga w ochronie komórek przed stresem oksydacyjnym. ",,https://www.carrefour.pl/images/product/350x350/excellence-antyoksydacja-syrop-prozdrowotny-aronia-320-ml-gof8pd.jpg,"sok aroniowy z zagęszczonego soku aroniowego (57%), cukier, regulator kwasowości (kwas cytrynowy), aromat, witamina C
",,6.29,Carrefour,"Przechowywać w suchym, chłodnym i zacienionym miejscu w temperaturze powyżej 0°C. Po otwarciu przechowywać zamknięte w lodówce nie dłużej niż 1 miesiąc. Osad na dnie lub opalizacja produktu jest objawem dużej zawartości składników naturalnych i nie stanowi wady produktu.",Excellence Antyoksydacja Syrop prozdrowotny aronia 320 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/syropy/excellence-antyoksydacja-syrop-prozdrowotny-aronia-320-ml,
